dataset,year,match_id,home_team,away_team,home_score,away_score,winner
2002--south-korea-n-japan,2002,48,Poland,United States,3,3,Poland
2002--south-korea-n-japan,2002,2,Ireland,Cameroon,1,1,
2002--south-korea-n-japan,2002,4,Germany,Saudi Arabia,8,8,Germany
2002--south-korea-n-japan,2002,17,Germany,Ireland,1,1,
2002--south-korea-n-japan,2002,19,Cameroon,Saudi Arabia,1,1,Cameroon
2002--south-korea-n-japan,2002,35,Cameroon,Germany,0,0,Germany
2002--south-korea-n-japan,2002,36,Saudi Arabia,Ireland,0,0,Ireland
2002--south-korea-n-japan,2002,5,England,Sweden,1,1,
2002--south-korea-n-japan,2002,7,Argentina,Nigeria,1,1,Argentina
2002--south-korea-n-japan,2002,21,Sweden,Nigeria,2,2,Sweden
2002--south-korea-n-japan,2002,23,Argentina,England,0,0,England
2002--south-korea-n-japan,2002,37,Sweden,Argentina,1,1,
2002--south-korea-n-japan,2002,38,Nigeria,England,0,0,
2002--south-korea-n-japan,2002,9,Croatia,Mexico,0,0,Mexico
2002--south-korea-n-japan,2002,11,Italy,Ecuador,2,2,Italy
2002--south-korea-n-japan,2002,25,Italy,Croatia,1,1,Croatia
2002--south-korea-n-japan,2002,27,Mexico,Ecuador,2,2,Mexico
2002--south-korea-n-japan,2002,43,Mexico,Italy,1,1,
2002--south-korea-n-japan,2002,44,Ecuador,Croatia,1,1,Ecuador
2002--south-korea-n-japan,2002,13,Japan,Belgium,2,2,
2002--south-korea-n-japan,2002,15,Russia,Tunisia,2,2,Russia
2002--south-korea-n-japan,2002,29,Japan,Russia,1,1,Japan
2002--south-korea-n-japan,2002,31,Tunisia,Belgium,1,1,
2002--south-korea-n-japan,2002,45,Tunisia,Japan,0,0,Japan
2002--south-korea-n-japan,2002,46,Belgium,Russia,3,3,Belgium
2002--south-korea-n-japan,2002,49,Germany,Paraguay,1,1,Germany
2002--south-korea-n-japan,2002,50,Denmark,England,0,0,England
2002--south-korea-n-japan,2002,51,Sweden,Senegal,1,1,Senegal
2002--south-korea-n-japan,2002,52,Spain,Ireland,1,1,Spain
2002--south-korea-n-japan,2002,53,Mexico,United States,0,0,United States
2002--south-korea-n-japan,2002,54,Brazil,Belgium,2,2,Brazil
2002--south-korea-n-japan,2002,55,Japan,Turkey,0,0,Turkey
2002--south-korea-n-japan,2002,56,South Korea,Italy,2,2,South Korea
2002--south-korea-n-japan,2002,57,England,Brazil,1,1,Brazil
2002--south-korea-n-japan,2002,58,Germany,United States,1,1,Germany
2002--south-korea-n-japan,2002,59,Spain,South Korea,0,0,South Korea
2002--south-korea-n-japan,2002,60,Senegal,Turkey,0,0,Turkey
2002--south-korea-n-japan,2002,61,Germany,South Korea,1,1,Germany
2002--south-korea-n-japan,2002,62,Brazil,Turkey,1,1,Brazil
2002--south-korea-n-japan,2002,63,South Korea,Turkey,2,2,Turkey
2002--south-korea-n-japan,2002,64,Germany,Brazil,0,0,Brazil
2006--germany,2006,1,Germany,Costa Rica,4,4,Germany
2006--germany,2006,2,Poland,Ecuador,0,0,Ecuador
2006--germany,2006,17,Germany,Poland,1,1,Germany
2006--germany,2006,18,Ecuador,Costa Rica,3,3,Ecuador
2006--germany,2006,33,Ecuador,Germany,0,0,Germany
2006--germany,2006,34,Costa Rica,Poland,1,1,Poland
2006--germany,2006,3,England,Paraguay,1,1,England
2006--germany,2006,4,Trinidad and Tobago,Sweden,0,0,
2006--germany,2006,19,England,Trinidad and Tobago,2,2,England
2006--germany,2006,20,Sweden,Paraguay,1,1,Sweden
2006--germany,2006,35,Sweden,England,2,2,
2006--germany,2006,36,Paraguay,Trinidad and Tobago,2,2,Paraguay
2006--germany,2006,5,Argentina,Côte d'Ivoire,2,2,Argentina
2006--germany,2006,6,Serbia and Montenegro,Netherlands,0,0,Netherlands
2006--germany,2006,21,Argentina,Serbia and Montenegro,6,6,Argentina
2006--germany,2006,22,Netherlands,Côte d'Ivoire,2,2,Netherlands
2006--germany,2006,37,Netherlands,Argentina,0,0,
2006--germany,2006,38,Côte d'Ivoire,Serbia and Montenegro,3,3,Côte d'Ivoire
2006--germany,2006,7,Mexico,Iran,3,3,Mexico
2006--germany,2006,8,Angola,Portugal,0,0,Portugal
2006--germany,2006,23,Mexico,Angola,0,0,
2006--germany,2006,24,Portugal,Iran,2,2,Portugal
2006--germany,2006,39,Portugal,Mexico,2,2,Portugal
2006--germany,2006,40,Iran,Angola,1,1,
2006--germany,2006,9,Italy,Ghana,2,2,Italy
2006--germany,2006,10,United States,Czech Republic,0,0,Czech Republic
2006--germany,2006,25,Italy,United States,1,1,
2006--germany,2006,26,Czech Republic,Ghana,0,0,Ghana
2006--germany,2006,41,Czech Republic,Italy,0,0,Italy
2006--germany,2006,42,Ghana,United States,2,2,Ghana
2006--germany,2006,11,Brazil,Croatia,1,1,Brazil
2006--germany,2006,12,Australia,Japan,3,3,Australia
2006--germany,2006,27,Brazil,Australia,2,2,Brazil
2006--germany,2006,28,Japan,Croatia,0,0,
2006--germany,2006,43,Japan,Brazil,1,1,Brazil
2006--germany,2006,44,Croatia,Australia,2,2,
2006--germany,2006,13,France,Switzerland,0,0,
2006--germany,2006,14,South Korea,Togo,2,2,South Korea
2006--germany,2006,29,France,South Korea,1,1,
2006--germany,2006,30,Togo,Switzerland,0,0,Switzerland
2006--germany,2006,45,Togo,France,0,0,France
2006--germany,2006,46,Switzerland,South Korea,2,2,Switzerland
2006--germany,2006,15,Spain,Ukraine,4,4,Spain
2006--germany,2006,16,Tunisia,Saudi Arabia,2,2,
2006--germany,2006,31,Spain,Tunisia,3,3,Spain
2006--germany,2006,32,Saudi Arabia,Ukraine,0,0,Ukraine
2006--germany,2006,47,Saudi Arabia,Spain,0,0,Spain
2006--germany,2006,48,Ukraine,Tunisia,1,1,Ukraine
2006--germany,2006,49,Germany,Sweden,2,2,Germany
2006--germany,2006,50,Argentina,Mexico,2,2,Argentina
2006--germany,2006,51,England,Ecuador,1,1,England
2006--germany,2006,52,Portugal,Netherlands,1,1,Portugal
2006--germany,2006,53,Italy,Australia,1,1,Italy
2006--germany,2006,54,Switzerland,Ukraine,0,0,Ukraine
2006--germany,2006,55,Brazil,Ghana,3,3,Brazil
2006--germany,2006,56,Spain,France,1,1,France
2006--germany,2006,57,Germany,Argentina,1,1,Germany
2006--germany,2006,58,Italy,Ukraine,3,3,Italy
2006--germany,2006,59,England,Portugal,0,0,Portugal
2006--germany,2006,60,Brazil,France,0,0,France
2006--germany,2006,61,Germany,Italy,0,0,Italy
2006--germany,2006,62,Portugal,France,0,0,France
2006--germany,2006,63,Germany,Portugal,3,3,Germany
2006--germany,2006,64,Italy,France,1,1,Italy
2010--south-africa,2010,1,South Africa,Mexico,1,1,
2010--south-africa,2010,2,Uruguay,France,0,0,
2010--south-africa,2010,17,South Africa,Uruguay,0,0,Uruguay
2010--south-africa,2010,18,France,Mexico,0,0,Mexico
2010--south-africa,2010,33,Mexico,Uruguay,0,0,Uruguay
2010--south-africa,2010,34,France,South Africa,1,1,South Africa
2010--south-africa,2010,4,South Korea,Greece,2,2,South Korea
2010--south-africa,2010,3,Argentina,Nigeria,1,1,Argentina
2010--south-africa,2010,20,Argentina,South Korea,4,4,Argentina
2010--south-africa,2010,19,Greece,Nigeria,2,2,Greece
2010--south-africa,2010,35,Nigeria,South Korea,2,2,
2010--south-africa,2010,36,Greece,Argentina,0,0,Argentina
2010--south-africa,2010,5,England,United States,1,1,
2010--south-africa,2010,6,Algeria,Slovenia,0,0,Slovenia
2010--south-africa,2010,22,Slovenia,United States,2,2,
2010--south-africa,2010,23,England,Algeria,0,0,
2010--south-africa,2010,38,United States,Algeria,1,1,United States
2010--south-africa,2010,37,Slovenia,England,0,0,England
2010--south-africa,2010,8,Serbia,Ghana,0,0,Ghana
2010--south-africa,2010,7,Germany,Australia,4,4,Germany
2010--south-africa,2010,21,Germany,Serbia,0,0,Serbia
2010--south-africa,2010,24,Ghana,Australia,1,1,
2010--south-africa,2010,40,Australia,Serbia,2,2,Australia
2010--south-africa,2010,39,Ghana,Germany,0,0,Germany
2010--south-africa,2010,9,Netherlands,Denmark,2,2,Netherlands
2010--south-africa,2010,10,Japan,Cameroon,1,1,Japan
2010--south-africa,2010,25,Netherlands,Japan,1,1,Netherlands
2010--south-africa,2010,26,Cameroon,Denmark,1,1,Denmark
2010--south-africa,2010,43,Denmark,Japan,1,1,Japan
2010--south-africa,2010,44,Cameroon,Netherlands,1,1,Netherlands
2010--south-africa,2010,11,Italy,Paraguay,1,1,
2010--south-africa,2010,12,New Zealand,Slovakia,1,1,
2010--south-africa,2010,27,Slovakia,Paraguay,0,0,Paraguay
2010--south-africa,2010,28,Italy,New Zealand,1,1,
2010--south-africa,2010,41,Slovakia,Italy,3,3,Slovakia
2010--south-africa,2010,42,Paraguay,New Zealand,0,0,
2010--south-africa,2010,13,Côte d'Ivoire,Portugal,0,0,
2010--south-africa,2010,14,Brazil,North Korea,2,2,Brazil
2010--south-africa,2010,29,Brazil,Côte d'Ivoire,3,3,Brazil
2010--south-africa,2010,30,Portugal,North Korea,7,7,Portugal
2010--south-africa,2010,45,Portugal,Brazil,0,0,
2010--south-africa,2010,46,North Korea,Côte d'Ivoire,0,0,Côte d'Ivoire
2010--south-africa,2010,15,Honduras,Chile,0,0,Chile
2010--south-africa,2010,16,Spain,Switzerland,0,0,Switzerland
2010--south-africa,2010,31,Chile,Switzerland,1,1,Chile
2010--south-africa,2010,32,Spain,Honduras,2,2,Spain
2010--south-africa,2010,47,Chile,Spain,1,1,Spain
2010--south-africa,2010,48,Switzerland,Honduras,0,0,
2010--south-africa,2010,49,Uruguay,South Korea,2,2,Uruguay
2010--south-africa,2010,50,United States,Ghana,1,1,Ghana
2010--south-africa,2010,51,Germany,England,4,4,Germany
2010--south-africa,2010,52,Argentina,Mexico,3,3,Argentina
2010--south-africa,2010,53,Netherlands,Slovakia,2,2,Netherlands
2010--south-africa,2010,54,Brazil,Chile,3,3,Brazil
2010--south-africa,2010,55,Paraguay,Japan,0,0,Paraguay
2010--south-africa,2010,56,Spain,Portugal,1,1,Spain
2010--south-africa,2010,57,Netherlands,Brazil,2,2,Netherlands
2010--south-africa,2010,58,Uruguay,Ghana,1,1,Uruguay
2010--south-africa,2010,59,Argentina,Germany,0,0,Germany
2010--south-africa,2010,60,Paraguay,Spain,0,0,Spain
2010--south-africa,2010,61,Uruguay,Netherlands,2,2,Netherlands
2010--south-africa,2010,62,Germany,Spain,0,0,Spain
2010--south-africa,2010,63,Uruguay,Germany,2,2,Germany
2010--south-africa,2010,64,Netherlands,Spain,0,0,Spain
2014--brazil,2014,1,Brazil,Croatia,3,3,Brazil
2014--brazil,2014,2,Mexico,Cameroon,1,1,Mexico
2014--brazil,2014,17,Brazil,Mexico,0,0,
2014--brazil,2014,18,Cameroon,Croatia,0,0,Croatia
2014--brazil,2014,33,Cameroon,Brazil,1,1,Brazil
2014--brazil,2014,34,Croatia,Mexico,1,1,Mexico
2014--brazil,2014,3,Spain,Netherlands,1,1,Netherlands
2014--brazil,2014,4,Chile,Australia,3,3,Chile
2014--brazil,2014,19,Spain,Chile,0,0,Chile
2014--brazil,2014,20,Australia,Netherlands,2,2,Netherlands
2014--brazil,2014,35,Australia,Spain,0,0,Spain
2014--brazil,2014,36,Netherlands,Chile,2,2,Netherlands
2014--brazil,2014,5,Colombia,Greece,3,3,Colombia
2014--brazil,2014,6,Côte d'Ivoire,Japan,2,2,Côte d'Ivoire
2014--brazil,2014,21,Colombia,Côte d'Ivoire,2,2,Colombia
2014--brazil,2014,22,Japan,Greece,0,0,
2014--brazil,2014,37,Japan,Colombia,1,1,Colombia
2014--brazil,2014,38,Greece,Côte d'Ivoire,2,2,Greece
2014--brazil,2014,7,Uruguay,Costa Rica,1,1,Costa Rica
2014--brazil,2014,8,England,Italy,1,1,Italy
2014--brazil,2014,23,Uruguay,England,2,2,Uruguay
2014--brazil,2014,24,Italy,Costa Rica,0,0,Costa Rica
2014--brazil,2014,39,Italy,Uruguay,0,0,Uruguay
2014--brazil,2014,40,Costa Rica,England,0,0,
2014--brazil,2014,9,Switzerland,Ecuador,2,2,Switzerland
2014--brazil,2014,10,France,Honduras,3,3,France
2014--brazil,2014,25,Switzerland,France,2,2,France
2014--brazil,2014,26,Honduras,Ecuador,1,1,Ecuador
2014--brazil,2014,41,Honduras,Switzerland,0,0,Switzerland
2014--brazil,2014,42,Ecuador,France,0,0,
2014--brazil,2014,11,Argentina,Bosnia-Herzegovina,2,2,Argentina
2014--brazil,2014,12,Iran,Nigeria,0,0,
2014--brazil,2014,27,Argentina,Iran,1,1,Argentina
2014--brazil,2014,28,Nigeria,Bosnia-Herzegovina,1,1,Nigeria
2014--brazil,2014,43,Nigeria,Argentina,2,2,Argentina
2014--brazil,2014,44,Bosnia-Herzegovina,Iran,3,3,Bosnia-Herzegovina
2014--brazil,2014,13,Germany,Portugal,4,4,Germany
2014--brazil,2014,14,Ghana,United States,1,1,United States
2014--brazil,2014,29,Germany,Ghana,2,2,
2014--brazil,2014,30,United States,Portugal,2,2,
2014--brazil,2014,45,United States,Germany,0,0,Germany
2014--brazil,2014,46,Portugal,Ghana,2,2,Portugal
2014--brazil,2014,15,Belgium,Algeria,2,2,Belgium
2014--brazil,2014,16,Russia,South Korea,1,1,
2014--brazil,2014,31,Belgium,Russia,1,1,Belgium
2014--brazil,2014,32,South Korea,Algeria,2,2,Algeria
2014--brazil,2014,47,South Korea,Belgium,0,0,Belgium
2014--brazil,2014,48,Algeria,Russia,1,1,
2014--brazil,2014,49,Brazil,Chile,1,1,Brazil
2014--brazil,2014,50,Colombia,Uruguay,2,2,Colombia
2014--brazil,2014,51,Netherlands,Mexico,2,2,Netherlands
2014--brazil,2014,52,Costa Rica,Greece,1,1,Costa Rica
2014--brazil,2014,53,France,Nigeria,2,2,France
2014--brazil,2014,54,Germany,Algeria,2,2,Germany
2014--brazil,2014,55,Argentina,Switzerland,1,1,Argentina
2014--brazil,2014,56,Belgium,United States,2,2,Belgium
2014--brazil,2014,57,Brazil,Colombia,2,2,Brazil
2014--brazil,2014,58,France,Germany,0,0,Germany
2014--brazil,2014,59,Netherlands,Costa Rica,0,0,Netherlands
2014--brazil,2014,60,Argentina,Belgium,1,1,Argentina
2014--brazil,2014,61,Brazil,Germany,1,1,Germany
2014--brazil,2014,62,Netherlands,Argentina,0,0,Argentina
2014--brazil,2014,63,Brazil,Netherlands,0,0,Netherlands
2014--brazil,2014,64,Germany,Argentina,1,1,Germany
2018--russia,2018,1,Russia,Saudi Arabia,5,5,Russia
2018--russia,2018,2,Egypt,Uruguay,0,0,Uruguay
2018--russia,2018,17,Russia,Egypt,3,3,Russia
2018--russia,2018,18,Uruguay,Saudi Arabia,1,1,Uruguay
2018--russia,2018,33,Uruguay,Russia,3,3,Uruguay
2018--russia,2018,34,Saudi Arabia,Egypt,2,2,Saudi Arabia
2018--russia,2018,4,Morocco,Iran,0,0,Iran
2018--russia,2018,3,Portugal,Spain,3,3,
2018--russia,2018,19,Portugal,Morocco,1,1,Portugal
2018--russia,2018,20,Iran,Spain,0,0,Spain
2018--russia,2018,35,Iran,Portugal,1,1,
2018--russia,2018,36,Spain,Morocco,2,2,
2018--russia,2018,5,France,Australia,2,2,France
2018--russia,2018,6,Peru,Denmark,0,0,Denmark
2018--russia,2018,22,Denmark,Australia,1,1,
2018--russia,2018,21,France,Peru,1,1,France
2018--russia,2018,37,Denmark,France,0,0,
2018--russia,2018,38,Australia,Peru,0,0,Peru
2018--russia,2018,7,Argentina,Iceland,1,1,
2018--russia,2018,8,Croatia,Nigeria,2,2,Croatia
2018--russia,2018,23,Argentina,Croatia,0,0,Croatia
2018--russia,2018,24,Nigeria,Iceland,2,2,Nigeria
2018--russia,2018,39,Nigeria,Argentina,1,1,Argentina
2018--russia,2018,40,Iceland,Croatia,1,1,Croatia
2018--russia,2018,10,Costa Rica,Serbia,0,0,Serbia
2018--russia,2018,9,Brazil,Switzerland,1,1,
2018--russia,2018,25,Brazil,Costa Rica,2,2,Brazil
2018--russia,2018,26,Serbia,Switzerland,1,1,Switzerland
2018--russia,2018,41,Serbia,Brazil,0,0,Brazil
2018--russia,2018,42,Switzerland,Costa Rica,2,2,
2018--russia,2018,11,Germany,Mexico,0,0,Mexico
2018--russia,2018,12,Sweden,South Korea,1,1,Sweden
2018--russia,2018,28,South Korea,Mexico,1,1,Mexico
2018--russia,2018,27,Germany,Sweden,2,2,Germany
2018--russia,2018,43,South Korea,Germany,2,2,South Korea
2018--russia,2018,44,Mexico,Sweden,0,0,Sweden
2018--russia,2018,13,Belgium,Panama,3,3,Belgium
2018--russia,2018,14,Tunisia,England,1,1,England
2018--russia,2018,29,Belgium,Tunisia,5,5,Belgium
2018--russia,2018,30,England,Panama,6,6,England
2018--russia,2018,45,England,Belgium,0,0,Belgium
2018--russia,2018,46,Panama,Tunisia,1,1,Tunisia
2018--russia,2018,16,Colombia,Japan,1,1,Japan
2018--russia,2018,15,Poland,Senegal,1,1,Senegal
2018--russia,2018,32,Japan,Senegal,2,2,
2018--russia,2018,31,Poland,Colombia,0,0,Colombia
2018--russia,2018,47,Japan,Poland,0,0,Poland
2018--russia,2018,48,Senegal,Colombia,0,0,Colombia
2018--russia,2018,49,Uruguay,Portugal,2,2,Uruguay
2018--russia,2018,50,France,Argentina,4,4,France
2018--russia,2018,51,Spain,Russia,1,1,Russia
2018--russia,2018,52,Croatia,Denmark,1,1,Croatia
2018--russia,2018,53,Brazil,Mexico,2,2,Brazil
2018--russia,2018,54,Belgium,Japan,3,3,Belgium
2018--russia,2018,55,Sweden,Switzerland,1,1,Sweden
2018--russia,2018,56,Colombia,England,1,1,England
2018--russia,2018,57,Uruguay,France,0,0,France
2018--russia,2018,58,Brazil,Belgium,1,1,Belgium
2018--russia,2018,59,Russia,Croatia,2,2,Croatia
2018--russia,2018,60,Sweden,England,0,0,England
2018--russia,2018,61,France,Belgium,1,1,France
2018--russia,2018,62,Croatia,England,2,2,Croatia
2018--russia,2018,63,Belgium,England,2,2,Belgium
2018--russia,2018,64,France,Croatia,4,4,France
